25
25
1
1
0,0,0,-1,-1,0,25,grass
0,1,0,-1,-1,0,25,grass
0,2,0,-1,-1,0,25,grass
0,3,0,-1,-1,0,25,grass
0,4,0,-1,-1,0,25,grass
0,5,0,1,1,0,25,grass
0,6,0,1,1,0,25,grass
0,7,0,-1,-1,0,25,grass
0,8,0,-1,-1,0,25,grass
0,9,0,-1,-1,0,25,grass
0,10,0,3,0,0,25,grass
0,11,0,-1,-1,0,25,grass
0,12,0,3,0,0,25,grass
0,13,0,-1,-1,0,25,grass
0,14,0,-1,-1,0,25,grass
0,15,0,-1,-1,0,25,grass
0,16,0,-1,-1,0,25,grass
0,17,0,-1,-1,0,25,grass
0,18,0,-1,-1,0,25,grass
0,19,0,-1,-1,0,25,grass
0,20,0,-1,-1,0,25,grass
0,21,0,-1,-1,0,25,grass
0,22,0,-1,-1,0,25,grass
0,23,0,-1,-1,0,25,grass
0,24,0,-1,-1,0,25,grass
1,0,0,-1,-1,0,25,grass
1,1,0,-1,-1,0,25,grass
1,2,0,-1,-1,0,25,grass
1,3,0,-1,-1,0,25,grass
1,4,0,-1,-1,0,25,grass
1,5,0,0,1,0,25,grass
1,6,0,0,1,0,25,grass
1,7,0,-1,-1,0,25,grass
1,8,0,-1,-1,0,25,grass
1,9,0,-1,-1,0,25,grass
1,10,0,-1,-1,0,25,grass
1,11,0,-1,-1,0,25,grass
1,12,0,-1,-1,0,25,grass
1,13,0,-1,-1,0,25,grass
1,14,0,-1,-1,0,25,grass
1,15,0,-1,-1,0,25,grass
1,16,0,-1,-1,0,25,grass
1,17,0,-1,-1,0,25,grass
1,18,0,-1,-1,0,25,grass
1,19,0,-1,-1,0,25,grass
1,20,0,-1,-1,0,25,grass
1,21,0,-1,-1,0,25,grass
1,22,0,-1,-1,0,25,grass
1,23,0,-1,-1,0,25,grass
1,24,0,-1,-1,0,25,grass
2,0,0,-1,-1,0,25,grass
2,1,0,-1,-1,0,25,grass
2,2,0,-1,-1,0,25,grass
2,3,0,-1,-1,0,25,grass
2,4,0,-1,-1,0,25,grass
2,5,0,1,1,0,25,grass
2,6,0,1,1,0,25,grass
2,7,0,-1,-1,0,25,grass
2,8,0,-1,-1,0,25,grass
2,9,0,-1,-1,0,25,grass
2,10,0,-1,-1,0,25,grass
2,11,0,-1,-1,0,25,grass
2,12,0,-1,-1,0,25,grass
2,13,0,-1,-1,0,25,grass
2,14,0,-1,-1,0,25,grass
2,15,0,-1,-1,0,25,grass
2,16,0,-1,-1,0,25,grass
2,17,0,-1,-1,0,25,grass
2,18,0,-1,-1,0,25,grass
2,19,0,-1,-1,0,25,grass
2,20,0,-1,-1,0,25,grass
2,21,0,-1,-1,0,25,grass
2,22,0,-1,-1,0,25,grass
2,23,0,-1,-1,0,25,grass
2,24,0,-1,-1,0,25,grass
3,0,0,-1,-1,0,25,grass
3,1,0,-1,-1,0,25,grass
3,2,0,-1,-1,0,25,grass
3,3,0,-1,-1,0,25,grass
3,4,0,-1,-1,0,25,grass
3,5,0,-1,-1,0,25,grass
3,6,0,-1,-1,0,25,grass
3,7,0,-1,-1,0,25,grass
3,8,0,-1,-1,0,25,grass
3,9,0,-1,-1,0,25,grass
3,10,0,-1,-1,0,25,grass
3,11,0,-1,-1,0,25,grass
3,12,0,-1,-1,0,25,grass
3,13,0,-1,-1,0,25,grass
3,14,0,-1,-1,0,25,grass
3,15,0,-1,-1,0,25,grass
3,16,0,-1,-1,0,25,grass
3,17,0,-1,-1,0,25,grass
3,18,0,-1,-1,0,25,grass
3,19,0,-1,-1,0,25,grass
3,20,0,-1,-1,0,25,grass
3,21,0,-1,-1,0,25,grass
3,22,0,-1,-1,0,25,grass
3,23,0,-1,-1,0,25,grass
3,24,0,-1,-1,0,25,grass
4,0,0,-1,-1,0,25,grass
4,1,0,-1,-1,0,25,grass
4,2,0,-1,-1,0,25,grass
4,3,0,-1,-1,0,25,grass
4,4,0,-1,-1,0,25,grass
4,5,0,-1,-1,0,25,grass
4,6,0,-1,-1,0,25,grass
4,7,0,-1,-1,0,25,grass
4,8,0,-1,-1,0,25,grass
4,9,0,-1,-1,0,25,grass
4,10,0,-1,-1,0,25,grass
4,11,0,-1,-1,0,25,grass
4,12,0,-1,-1,0,25,grass
4,13,0,-1,-1,0,25,grass
4,14,0,-1,-1,0,25,grass
4,15,0,-1,-1,0,25,grass
4,16,0,-1,-1,0,25,grass
4,17,0,-1,-1,0,25,grass
4,18,0,-1,-1,0,25,grass
4,19,0,-1,-1,0,25,grass
4,20,0,-1,-1,0,25,grass
4,21,0,-1,-1,0,25,grass
4,22,0,-1,-1,0,25,grass
4,23,0,-1,-1,0,25,grass
4,24,0,-1,-1,0,25,grass
5,0,0,-1,-1,0,25,grass
5,1,0,-1,-1,0,25,grass
5,2,0,-1,-1,0,25,grass
5,3,0,-1,-1,0,25,grass
5,4,0,-1,-1,0,25,grass
5,5,0,-1,-1,0,25,grass
5,6,0,-1,-1,0,25,grass
5,7,0,-1,-1,0,25,grass
5,8,0,-1,-1,0,50,sand
5,9,0,-1,-1,0,50,sand
5,10,0,-1,-1,0,50,sand
5,11,0,-1,-1,0,50,sand
5,12,0,-1,-1,0,50,sand
5,13,0,-1,-1,0,25,grass
5,14,0,-1,-1,0,25,grass
5,15,0,-1,-1,0,25,grass
5,16,0,-1,-1,0,25,grass
5,17,0,-1,-1,0,25,grass
5,18,0,-1,-1,0,25,grass
5,19,0,-1,-1,0,25,grass
